MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Access Time,Clock Frequency,DigiKey Programmable,Grade,Memory Format,Memory Interface,Memory Organization,Memory Size,Memory Type,Operating Temperature,Qualification,Series,Technology,Voltage - Supply,"Write Cycle Time - Word, Page"
IS62WV1288BLL-55HLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 1MBIT PARALLEL 32STSOP I,memory,3517,2.9,"32-TFSOP (0.465"", 11.80mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62WV1288ALL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WV1288BLL-55HLI/1555419,55 ns,,Not Verified,,SRAM,Parallel,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.5V ~ 3.6V,55ns
IS62WV25616BLL-55TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 44TSOP II,memory,2173,5.79,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62WV25616ALL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WV25616BLL-55TLI/1555420,55 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.5V ~ 3.6V,55ns
IS62WV25616BLL-55TLI-TR,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 44TSOP II,memory,2998,5.79,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62WV25616ALL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WV25616BLL-55TLI-TR/1557539,55 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.5V ~ 3.6V,55ns
IS62WV25616EBLL-45TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 44TSOP II,memory,1298,5.22,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62-65WV25616EALL-BLL-CLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WV25616EBLL-45TLI/6009157,45 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.2V ~ 3.6V,45ns
IS62WV2568BLL-55HLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 2MBIT PARALLEL 32STSOP I,memory,2243,3.97,"32-TFSOP (0.465"", 11.80mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1163/IS62WV2568%28A%2CB%29LL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WV2568BLL-55HLI/1557542,55 ns,,Not Verified,,SRAM,Parallel,256K x 8,2Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.5V ~ 3.6V,55ns
IS62WV51216BLL-55BLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 8MBIT PARALLEL 48MINIBGA,memory,1089,11.53,48-TFBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/62WV51216ALL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WV51216BLL-55BLI/1557554,55 ns,,Not Verified,,SRAM,Parallel,512K x 16,8Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.5V ~ 3.6V,55ns
IS62WV51216BLL-55TLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 8MBIT PARALLEL 44TSOP II,memory,952,11.08,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62WV51216ALL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WV51216BLL-55TLI/1555421,55 ns,,Not Verified,,SRAM,Parallel,512K x 16,8Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.5V ~ 3.6V,55ns
IS62WV51216BLL-55TLI-TR,"ISSI, Integrated Silicon Solution Inc",IC SRAM 8MBIT PARALLEL 44TSOP II,memory,764,11.08,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62WV51216ALL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WV51216BLL-55TLI-TR/1557557,55 ns,,Not Verified,,SRAM,Parallel,512K x 16,8Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.5V ~ 3.6V,55ns
IS62WV5128BLL-55HLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 32STSOP I,memory,3111,5.79,"32-TFSOP (0.465"", 11.80mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1028/IS62WV5128%28A%2CB%29LL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WV5128BLL-55HLI/1557564,55 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.5V ~ 3.6V,55ns
IS62WV5128BLL-55T2LI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 32TSOP II,memory,368,5.79,"32-SOIC (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1028/IS62WV5128%28A%2CB%29LL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WV5128BLL-55T2LI/1557572,55 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.5V ~ 3.6V,55ns
IS62WV5128EBLL-45HLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 32TSOP I,memory,839,4.87,"32-TFSOP (0.465"", 11.80mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/62-65WV5128EALL-BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WV5128EBLL-45HLI/6202020,45 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Asynchronous,2.2V ~ 3.6V,45ns
IS62WVS1288FBLL-20NLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 1MBIT SPI/QUAD 8SOIC,memory,367,3.62,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/IS62-65WVS1288FALL-BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WVS1288FBLL-20NLI/8563820,,20 MHz,Not Verified,,SRAM,"SPI - Quad I/O, SDI",128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,"SRAM - Synchronous, SDR",2.2V ~ 3.6V,
IS62WVS2568FBLL-20NLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 2MBIT SPI/QUAD 8SOIC,memory,182,3.95,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/IS62-65WVS2568FALL-BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WVS2568FBLL-20NLI/8563821,,20 MHz,Not Verified,,SRAM,"SPI - Quad I/O, SDI, DTR",256K x 8,2Mbit,Volatile,-40°C ~ 85°C (TA),,,"SRAM - Synchronous, SDR",2.2V ~ 3.6V,
IS62WVS5128FBLL-20NLI,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT SPI/QUAD 8SOIC,memory,230,5.7,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/IS62-65WVS5128FALL-BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS62WVS5128FBLL-20NLI/17875205,25 ns,20 MHz,,,SRAM,"SPI - Quad I/O, SDI",512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM - Synchronous,2.2V ~ 3.6V,
IS64WV25616EDBLL-10BLA3,"ISSI, Integrated Silicon Solution Inc",IC SRAM 4MBIT PARALLEL 48TFBGA,memory,430,15.45,48-TFBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/61-64WV25616EDBLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS64WV25616EDBLL-10BLA3/5320120,10 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 125°C (TA),,,SRAM - Asynchronous,2.4V ~ 3.6V,10ns
IS65WV102416EBLL-55BLA3,"ISSI, Integrated Silicon Solution Inc",IC SRAM 16MBIT PAR,memory,480,18.49,48-VFBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/62-65WV102416EALL-BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS65WV102416EBLL-55BLA3/17875341,55 ns,,,Automotive,SRAM,Parallel,1M x 16,16Mbit,Volatile,-40°C ~ 125°C (TA),AEC-Q100,,SRAM - Asynchronous,2.2V ~ 3.6V,55ns
IS66WV51216EBLL-55TLI,"ISSI, Integrated Silicon Solution Inc",IC PSRAM 8MBIT PAR 44TSOP II,memory,162,5.97,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/66WV51216EALL-EBLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS66WV51216EBLL-55TLI/5320130,55 ns,,Not Verified,,PSRAM,Parallel,512K x 16,8Mbit,Volatile,-40°C ~ 85°C (TA),,,PSRAM (Pseudo SRAM),2.5V ~ 3.6V,55ns
IS66WVE2M16EBLL-70BLI,"ISSI, Integrated Silicon Solution Inc",IC PSRAM 32MBIT PARALLEL 48TFBGA,memory,441,6.02,48-TFBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/66-67WVE2M16EALL-BLL-CLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS66WVE2M16EBLL-70BLI/6202022,70 ns,,Not Verified,,PSRAM,Parallel,2M x 16,32Mbit,Volatile,-40°C ~ 85°C (TA),,,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,70ns
IS66WVE4M16EBLL-70BLI,"ISSI, Integrated Silicon Solution Inc",IC PSRAM 64MBIT PARALLEL 48TFBGA,memory,1842,6.63,48-TFBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/66-67WVE4M16EALL-BLL-CLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS66WVE4M16EBLL-70BLI/6202023,70 ns,,Not Verified,,PSRAM,Parallel,4M x 16,64Mbit,Volatile,-40°C ~ 85°C (TA),,,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,70ns
IS66WVH16M8DALL-166B1LI,"ISSI, Integrated Silicon Solution Inc",IC PSRAM 128MBIT PAR 24TFBGA,memory,666,6.65,24-TBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/66-67WVH16M8DALL-BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS66WVH16M8DALL-166B1LI/6202024,36 ns,166 MHz,Not Verified,,PSRAM,Parallel,16M x 8,128Mbit,Volatile,-40°C ~ 85°C (TA),,,PSRAM (Pseudo SRAM),1.7V ~ 1.95V,36ns
IS66WVH16M8DBLL-100B1LI,"ISSI, Integrated Silicon Solution Inc",IC PSRAM 128MBIT PAR 24TFBGA,memory,7985,6.65,24-TBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/66-67WVH16M8DALL-BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS66WVH16M8DBLL-100B1LI/6202025,40 ns,100 MHz,Not Verified,,PSRAM,Parallel,16M x 8,128Mbit,Volatile,-40°C ~ 85°C (TA),,,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,40ns
IS66WVH8M8BLL-100B1LI,"ISSI, Integrated Silicon Solution Inc",IC PSRAM 64MBIT PAR 24TFBGA,memory,728,6.27,24-TBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/66-67WVH8M8ALL-BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS66WVH8M8BLL-100B1LI/6004083,40 ns,100 MHz,Not Verified,,PSRAM,Parallel,8M x 8,64Mbit,Volatile,-40°C ~ 85°C (TA),,,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,40ns
IS66WVO8M8DBLL-166BLI,"ISSI, Integrated Silicon Solution Inc",IC PSRAM 64MBIT SPI/OCTL 24TFBGA,memory,305,6.13,24-TBGA,Surface Mount,Active,https://www.issi.com/WW/pdf/66-67WVO8M8DALL-BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS66WVO8M8DBLL-166BLI/16260612,,166 MHz,Not Verified,,PSRAM,SPI - Octal I/O,8M x 8,64Mbit,Volatile,-40°C ~ 85°C (TA),,,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,36ns
IS66WVS1M8ALL-104NLI,"ISSI, Integrated Silicon Solution Inc",IC PSRAM 8MBIT SPI QPI 8SOIC,memory,253,3.64,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/66-67WVS1M8ALL-BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS66WVS1M8ALL-104NLI/16260687,7 ns,104 MHz,Not Verified,,PSRAM,"SPI, QPI",1M x 8,8Mbit,Volatile,-40°C ~ 85°C (TA),,,PSRAM (Pseudo SRAM),1.65V ~ 1.95V,
IS66WVS1M8BLL-104NLI,"ISSI, Integrated Silicon Solution Inc",IC PSRAM 8MBIT SPI QPI 8SOIC,memory,600,3.32,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/66-67WVS1M8ALL-BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS66WVS1M8BLL-104NLI/16260615,7 ns,104 MHz,Not Verified,,PSRAM,"SPI, QPI",1M x 8,8Mbit,Volatile,-40°C ~ 85°C (TA),,,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,
IS66WVS2M8BLL-104NLI,"ISSI, Integrated Silicon Solution Inc",IC PSRAM 16MBIT SPI QPI 8SOIC,memory,246,4.28,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/66-67WVS2M8ALL-BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS66WVS2M8BLL-104NLI/16260610,7 ns,104 MHz,Not Verified,,PSRAM,"SPI, QPI",2M x 8,16Mbit,Volatile,-40°C ~ 85°C (TA),,,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,
IS66WVS4M8ALL-104NLI,"ISSI, Integrated Silicon Solution Inc",IC PSRAM 32MBIT SPI QPI 8SOIC,memory,1090,5.06,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/66-67WVS4M8ALL-BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS66WVS4M8ALL-104NLI/16260609,7 ns,104 MHz,Not Verified,,PSRAM,"SPI, QPI",4M x 8,32Mbit,Volatile,-40°C ~ 85°C (TA),,,PSRAM (Pseudo SRAM),1.65V ~ 1.95V,
IS66WVS8M8FBLL-104NLI,"ISSI, Integrated Silicon Solution Inc",IC PSRAM 64M SPI/QUAD I/O 8-SOIC,memory,361,5.79,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.issi.com/WW/pdf/66-67WVS8M8FALL-BLL.pdf,https://www.digikey.com/en/products/detail/issi-integrated-silicon-solution-inc/IS66WVS8M8FBLL-104NLI/24617443,7 ns,104 MHz,,,PSRAM,SPI - Quad I/O,8M x 8,64Mbit,Volatile,-40°C ~ 85°C (TA),,,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,
M48Z08-100PC1,STMicroelectronics,IC NVSRAM 64KBIT PAR 28PCDIP,memory,445,46.05,"28-DIP Module (0.600"", 15.24mm)",Through Hole,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/50/4f/ac/a7/de/ba/40/04/CD00000525.pdf/files/CD00000525.pdf/jcr:content/translations/en.CD00000525.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/M48Z08-100PC1/606292,100 ns,,Not Verified,,NVSRAM,Parallel,8K x 8,64Kbit,Non-Volatile,0°C ~ 70°C (TA),,,NVSRAM (Non-Volatile SRAM),4.75V ~ 5.5V,100ns
M48Z35-70PC1,STMicroelectronics,IC NVSRAM 256KBIT PAR 28PCDIP,memory,193,39.81,"28-DIP Module (0.600"", 15.24mm)",Through Hole,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/dc/8d/cf/bb/fd/2b/43/f2/CD00000550.pdf/files/CD00000550.pdf/jcr:content/translations/en.CD00000550.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/M48Z35-70PC1/606302,70 ns,,Not Verified,,NVSRAM,Parallel,32K x 8,256Kbit,Non-Volatile,0°C ~ 70°C (TA),,,NVSRAM (Non-Volatile SRAM),4.75V ~ 5.5V,70ns
M48Z35Y-70PC1,STMicroelectronics,IC NVSRAM 256KBIT PAR 28PCDIP,memory,1715,36.63,"28-DIP Module (0.600"", 15.24mm)",Through Hole,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/dc/8d/cf/bb/fd/2b/43/f2/CD00000550.pdf/files/CD00000550.pdf/jcr:content/translations/en.CD00000550.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/M48Z35Y-70PC1/606308,70 ns,,Not Verified,,NVSRAM,Parallel,32K x 8,256Kbit,Non-Volatile,0°C ~ 70°C (TA),,,NVSRAM (Non-Volatile SRAM),4.5V ~ 5.5V,70ns
M48Z58Y-70MH1F,STMicroelectronics,IC NVSRAM 64KBIT PARALLEL 28SOH,memory,812,19.61,"28-SOP (0.350"", 8.89mm Width) with SNAPHAT Sockets",Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/21/f8/0d/03/34/7b/4c/88/CD00000542.pdf/files/CD00000542.pdf/jcr:content/translations/en.CD00000542.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/M48Z58Y-70MH1F/868924,70 ns,,Not Verified,,NVSRAM,Parallel,8K x 8,64Kbit,Non-Volatile,0°C ~ 70°C (TA),,,NVSRAM (Non-Volatile SRAM),4.5V ~ 5.5V,70ns
MB85RC04VPNF-G-AMERE2,RAMXEED,IC FRAM 4KBIT I2C 1MHZ 8SOP,memory,922,1.72,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.ramxeed.com/assets/images/products/datasheet/FeRAM/i3/MB85RC04V-DS5v1-E.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RC04VPNF-G-AMERE2/26266712,550 ns,1 MHz,,,FRAM,I2C,512 x 8,4Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,FRAM (Ferroelectric RAM),3V ~ 5.5V,
MB85RC256VPNF-G-AMERE2,RAMXEED,256kbit FRAM,memory,1355,6.02,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8892/MB85RC256VPNF-G-AME2.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RC256VPNF-G-AMERE2/25609752,550 ns,1 MHz,,,FRAM,I2C,32K x 8,256Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,FRAM (Ferroelectric RAM),2.7V ~ 5.5V,
MB85RC512TPNF-G-AMERE2,RAMXEED,512kbit FRAM,memory,2246,9.97,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.ramxeed.com/assets/images/products/datasheet/FeRAM/i1/MB85RC512T-DS6v1-E.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RC512TPNF-G-AMERE2/25609758,130 ns,3.4 MHz,,,FRAM,I2C,64K x 8,512Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,FRAM (Ferroelectric RAM),1.7V ~ 3.6V,
MB85RC64TAPN-G-AMEWE1,RAMXEED,IC FRAM 64KBIT I2C 3.4MHZ 8SON,memory,31246,3.48,8-WFDFN Exposed Pad,Surface Mount,Active,https://www.ramxeed.com/assets/images/products/datasheet/FeRAM/i1/MB85RC64TA-DS5v0-E.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RC64TAPN-G-AMEWE1/6802276,,3.4 MHz,Not Verified,,FRAM,I2C,8K x 8,64Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,FRAM (Ferroelectric RAM),1.8V ~ 3.6V,
MB85RC64TAPNF-G-BDE1,RAMXEED,IC FRAM 64KBIT I2C 3.4MHZ 8SOP,memory,788,3.48,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.ramxeed.com/assets/images/products/datasheet/FeRAM/i1/MB85RC64TA-DS5v0-E.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RC64TAPNF-G-BDE1/9991081,130 ns,3.4 MHz,Not Verified,,FRAM,I2C,8K x 8,64Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,FRAM (Ferroelectric RAM),1.8V ~ 3.6V,
MB85RC64TAPNF-G-BDERE1,RAMXEED,IC FRAM 64KBIT I2C 3.4MHZ 8SOP,memory,8170,2.9,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.ramxeed.com/assets/images/products/datasheet/FeRAM/i1/MB85RC64TA-DS5v0-E.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RC64TAPNF-G-BDERE1/6802275,130 ns,3.4 MHz,Not Verified,,FRAM,I2C,8K x 8,64Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,FRAM (Ferroelectric RAM),1.8V ~ 3.6V,
MB85RS128TYPNF-GS-BCERE1,RAMXEED,IC FRAM 128KBIT SPI 33MHZ 8SOP,memory,2070,6.93,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.ramxeed.com/assets/images/products/datasheet/FeRAM/s5/MB85RS128TY-GS-DS7v0-E.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RS128TYPNF-GS-BCERE1/7604209,,33 MHz,Not Verified,Automotive,FRAM,SPI,16K x 8,128Kbit,Non-Volatile,-40°C ~ 125°C (TA),AEC-Q100,,FRAM (Ferroelectric RAM),1.8V ~ 3.6V,
MB85RS16NPN-G-AMEWE1,RAMXEED,IC FRAM 16KBIT SPI 20MHZ 8SON,memory,2102,2.78,8-WFDFN Exposed Pad,Surface Mount,Active,https://www.ramxeed.com/assets/images/products/datasheet/FeRAM/s4/MB85RS16N-DS4v0-E.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RS16NPN-G-AMEWE1/5456437,,20 MHz,Not Verified,,FRAM,SPI,2K x 8,16Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,FRAM (Ferroelectric RAM),2.7V ~ 3.6V,
MB85RS256TYPNF-G-BCE1,RAMXEED,IC FRAM 256KBIT SPI 8SOP,memory,128,6.16,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.ramxeed.com/assets/images/products/datasheet/FeRAM/s5/MB85RS256TY-DS3v0-E.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RS256TYPNF-G-BCE1/18634415,13 ns,33 MHz,Not Verified,,FRAM,SPI,32K x 8,256Kbit,Non-Volatile,-40°C ~ 125°C (TA),,,FRAM (Ferroelectric RAM),1.8V ~ 3.6V,
MB85RS256TYPNF-G-BCERE1,RAMXEED,IC FRAM 256KBIT SPI 33MHZ 8SOP,memory,4498,7.27,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.ramxeed.com/assets/images/products/datasheet/FeRAM/s5/MB85RS256TY-DS3v0-E.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RS256TYPNF-G-BCERE1/9739631,,33 MHz,Not Verified,,FRAM,SPI,32K x 8,256Kbit,Non-Volatile,-40°C ~ 125°C (TA),,,FRAM (Ferroelectric RAM),1.8V ~ 3.6V,
MB85RS256TYPNF-GS-BCERE1,RAMXEED,IC FRAM 256KBIT SPI 33MHZ 8SOP,memory,5476,8.4,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.ramxeed.com/assets/images/products/datasheet/FeRAM/s5/MB85RS256TY-GS-DS7v0-E.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RS256TYPNF-GS-BCERE1/7604210,,33 MHz,Not Verified,Automotive,FRAM,SPI,32K x 8,256Kbit,Non-Volatile,-40°C ~ 125°C (TA),AEC-Q100,,FRAM (Ferroelectric RAM),1.8V ~ 3.6V,
MB85RS2MTAPNF-G-BDERE1,RAMXEED,IC FRAM 2MBIT SPI 40MHZ 8SOP,memory,17074,10.13,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.ramxeed.com/assets/images/products/datasheet/FeRAM/s3/MB85RS2MTA-DS6v0-E.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RS2MTAPNF-G-BDERE1/7604211,,40 MHz,Not Verified,,FRAM,SPI,256K x 8,2Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,FRAM (Ferroelectric RAM),1.8V ~ 3.6V,
MB85RS4MTPF-G-BCERE1,RAMXEED,IC FRAM 4MBIT SPI 40MHZ 8SOP,memory,1539,19.46,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.ramxeed.com/assets/images/products/datasheet/FeRAM/s3/MB85RS4MT-DS3v0-E.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RS4MTPF-G-BCERE1/15839520,9 ns,40 MHz,Not Verified,,FRAM,SPI,512K x 8,4Mbit,Non-Volatile,-40°C ~ 85°C (TA),,,FRAM (Ferroelectric RAM),1.8V ~ 3.6V,400µs
MB85RS4MTYPF-G-BCE1,RAMXEED,IC FRAM 4MBIT SPI 50MHZ 8SOP,memory,2745,17.68,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.ramxeed.com/assets/images/products/datasheet/FeRAM/s2/MB85RS4MTY-DS3v0-E.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RS4MTYPF-G-BCE1/13539969,,50 MHz,Not Verified,,FRAM,SPI,512K x 8,4Mbit,Non-Volatile,-40°C ~ 125°C (TA),,,FRAM (Ferroelectric RAM),1.8V ~ 3.6V,
MB85RS4MTYPF-G-BCERE1,RAMXEED,IC FRAM 4MBIT SPI 50MHZ 8SOP,memory,252,21.09,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.ramxeed.com/assets/images/products/datasheet/FeRAM/s2/MB85RS4MTY-DS3v0-E.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RS4MTYPF-G-BCERE1/13539951,,50 MHz,Not Verified,,FRAM,SPI,512K x 8,4Mbit,Non-Volatile,-40°C ~ 125°C (TA),,,FRAM (Ferroelectric RAM),1.8V ~ 3.6V,
